Time_10km	CumEQ_10km	Time_20km	CumEQ_20km	Time_30km	CumEQ_30km	Time_40km	CumEQ_40km	Time_50km	CumEQ_50km	Time_100km	CumEQ_100km	Time_150km	CumEQ_150km
NaN	NaN	NaN	NaN	2009.860576	16	2004.52557	16	2002.089801	16	1994.625686	16	1993.374327	16
NaN	NaN	NaN	NaN	2011.122697	16	2004.81613	16	2002.421926	16	1994.665778	16	1993.444952	16
NaN	NaN	NaN	NaN	2011.122697	17	2004.81613	17	2002.421926	17	1994.665778	17	1993.444952	17
NaN	NaN	NaN	NaN	2011.806832	17	2005.586477	17	2002.447889	17	1994.695459	17	1993.719768	17
NaN	NaN	NaN	NaN	2011.806832	18	2005.586477	18	2002.447889	18	1994.695459	18	1993.719768	18
NaN	NaN	NaN	NaN	2013.502551	18	2006.281709	18	2002.809736	18	1994.868727	18	1993.75048	18
NaN	NaN	NaN	NaN	2013.502551	19	2006.281709	19	2002.809736	19	1994.868727	19	1993.75048	19
NaN	NaN	NaN	NaN	2014.272355	19	2006.296725	19	2003.510715	19	1995.360345	19	1993.913372	19
NaN	NaN	NaN	NaN	2014.272355	20	2006.296725	20	2003.510715	20	1995.360345	20	1993.913372	20
NaN	NaN	NaN	NaN	2015.334986	20	2007.132394	20	2004.1795	20	1995.54979	20	1994.004777	20
NaN	NaN	NaN	NaN	2015.334986	21	2007.132394	21	2004.1795	21	1995.54979	21	1994.004777	21
NaN	NaN	NaN	NaN	2019.215293	21	2007.173606	21	2004.52557	21	1995.7472	21	1994.090017	21
NaN	NaN	NaN	NaN	2019.215293	22	2007.173606	22	2004.52557	22	1995.7472	22	1994.090017	22
NaN	NaN	NaN	NaN	2019.598839	22	2007.338451	22	2004.81613	22	1995.959497	22	1994.097145	22
NaN	NaN	NaN	NaN	2019.598839	23	2007.338451	23	2004.81613	23	1995.959497	23	1994.097145	23
NaN	NaN	NaN	NaN	2020	23	2007.45184	23	2005.26444	23	1996.357014	23	1994.123788	23
NaN	NaN	NaN	NaN	NaN	NaN	2007.45184	24	2005.26444	24	1996.357014	24	1994.123788	24
NaN	NaN	NaN	NaN	NaN	NaN	2008.647658	24	2005.586477	24	1996.808974	24	1994.124248	24
NaN	NaN	NaN	NaN	NaN	NaN	2008.647658	25	2005.586477	25	1996.808974	25	1994.124248	25
NaN	NaN	NaN	NaN	NaN	NaN	2009.558202	25	2006.072768	25	1997.721449	25	1994.144654	25
NaN	NaN	NaN	NaN	NaN	NaN	2009.558202	26	2006.072768	26	1997.721449	26	1994.144654	26
NaN	NaN	NaN	NaN	NaN	NaN	2009.860576	26	2006.281709	26	1997.733123	26	1994.1606	26
NaN	NaN	NaN	NaN	NaN	NaN	2009.860576	27	2006.281709	27	1997.733123	27	1994.1606	27
NaN	NaN	NaN	NaN	NaN	NaN	2011.122697	27	2006.296725	27	1997.784096	27	1994.27371	27
NaN	NaN	NaN	NaN	NaN	NaN	2011.122697	28	2006.296725	28	1997.784096	28	1994.27371	28
NaN	NaN	NaN	NaN	NaN	NaN	2011.806832	28	2007.132394	28	1997.837383	28	1994.393345	28
NaN	NaN	NaN	NaN	NaN	NaN	2011.806832	29	2007.132394	29	1997.837383	29	1994.393345	29
NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	29	2007.173606	29	1999.342803	29	1994.394777	29
NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	30	2007.173606	30	1999.342803	30	1994.394777	30
NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	30	2007.338451	30	1999.366344	30	1994.46511	30
NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	31	2007.338451	31	1999.366344	31	1994.46511	31
NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	31	2007.45184	31	1999.5225	31	1994.506292	31
NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	32	2007.45184	32	1999.5225	32	1994.506292	32
NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	32	2008.647658	32	1999.62218	32	1994.625686	32
NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	33	2008.647658	33	1999.62218	33	1994.625686	33
NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	33	2009.558202	33	2000.695467	33	1994.665778	33
NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	34	2009.558202	34	2000.695467	34	1994.665778	34
NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	34	2009.850348	34	2000.76701	34	1994.695459	34
NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	35	2009.850348	35	2000.76701	35	1994.695459	35
NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	35	2009.860576	35	2000.872358	35	1994.868727	35
NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	36	2009.860576	36	2000.872358	36	1994.868727	36
NaN	NaN	NaN	NaN	NaN	NaN	2019.215293	36	2011.122697	36	2000.954682	36	1995.360345	36
NaN	NaN	NaN	NaN	NaN	NaN	2019.215293	37	2011.122697	37	2000.954682	37	1995.360345	37
NaN	NaN	NaN	NaN	NaN	NaN	2019.598839	37	2011.806832	37	2001.482785	37	1995.541706	37
NaN	NaN	NaN	NaN	NaN	NaN	2019.598839	38	2011.806832	38	2001.482785	38	1995.541706	38
NaN	NaN	NaN	NaN	NaN	NaN	2020	38	2012.287736	38	2001.868291	38	1995.54979	38
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.287736	39	2001.868291	39	1995.54979	39
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	39	2001.932405	39	1995.7472	39
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	40	2001.932405	40	1995.7472	40
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	40	2002.089801	40	1995.808211	40
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	41	2002.089801	41	1995.808211	41
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	41	2002.421926	41	1995.864102	41
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	42	2002.421926	42	1995.864102	42
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.59496	42	2002.447889	42	1995.959497	42
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.59496	43	2002.447889	43	1995.959497	43
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.483149	43	2002.644348	43	1996.126625	43
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.483149	44	2002.644348	44	1996.126625	44
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	44	2002.671047	44	1996.212527	44
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	45	2002.671047	45	1996.212527	45
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	45	2002.809736	45	1996.238763	45
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	46	2002.809736	46	1996.238763	46
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.110434	46	2003.288251	46	1996.357014	46
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.110434	47	2003.288251	47	1996.357014	47
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	47	2003.510715	47	1996.501796	47
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	48	2003.510715	48	1996.501796	48
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	48	2004.095492	48	1996.678615	48
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	49	2004.095492	49	1996.678615	49
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2019.215293	49	2004.1795	49	1996.808974	49
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2019.215293	50	2004.1795	50	1996.808974	50
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2019.598839	50	2004.234857	50	1996.985262	50
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2019.598839	51	2004.234857	51	1996.985262	51
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2020	51	2004.355859	51	1997.01127	51
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.355859	52	1997.01127	52
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.52557	52	1997.022784	52
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.52557	53	1997.022784	53
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.644546	53	1997.058859	53
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.644546	54	1997.058859	54
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.81613	54	1997.510863	54
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2004.81613	55	1997.510863	55
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.26444	55	1997.721449	55
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.26444	56	1997.721449	56
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.586477	56	1997.733123	56
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.586477	57	1997.733123	57
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.65867	57	1997.784096	57
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.65867	58	1997.784096	58
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.926116	58	1997.837383	58
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2005.926116	59	1997.837383	59
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.072768	59	1997.928373	59
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.072768	60	1997.928373	60
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.161427	60	1998.211027	60
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.161427	61	1998.211027	61
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.281709	61	1998.35251	61
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.281709	62	1998.35251	62
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.296725	62	1998.472463	62
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.296725	63	1998.472463	63
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.79974	63	1998.546327	63
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.79974	64	1998.546327	64
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.981065	64	1998.582327	64
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2006.981065	65	1998.582327	65
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.132394	65	1998.591655	65
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.132394	66	1998.591655	66
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.173606	66	1998.645642	66
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.173606	67	1998.645642	67
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.23583	67	1998.651273	67
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.23583	68	1998.651273	68
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.338451	68	1999.150693	68
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.338451	69	1999.150693	69
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.45184	69	1999.170841	69
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.45184	70	1999.170841	70
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.538921	70	1999.342803	70
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.538921	71	1999.342803	71
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.785135	71	1999.366344	71
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.785135	72	1999.366344	72
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.965527	72	1999.428675	72
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2007.965527	73	1999.428675	73
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.088475	73	1999.5225	73
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.088475	74	1999.5225	74
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.216125	74	1999.62218	74
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.216125	75	1999.62218	75
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.379471	75	1999.787563	75
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.379471	76	1999.787563	76
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.491534	76	1999.862304	76
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.491534	77	1999.862304	77
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.646443	77	1999.919817	77
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.646443	78	1999.919817	78
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.647658	78	2000.281645	78
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.647658	79	2000.281645	79
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.760196	79	2000.611731	79
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.760196	80	2000.611731	80
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.762094	80	2000.695467	80
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.762094	81	2000.695467	81
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.857103	81	2000.76701	81
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2008.857103	82	2000.76701	82
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.558202	82	2000.833516	82
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.558202	83	2000.833516	83
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.653875	83	2000.872358	83
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.653875	84	2000.872358	84
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.850348	84	2000.954682	84
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.850348	85	2000.954682	85
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.860576	85	2001.482785	85
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2009.860576	86	2001.482785	86
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.031244	86	2001.61167	86
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.031244	87	2001.61167	87
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.450884	87	2001.763444	87
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.450884	88	2001.763444	88
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.513335	88	2001.868291	88
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2010.513335	89	2001.868291	89
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.122697	89	2001.903665	89
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.122697	90	2001.903665	90
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.443822	90	2001.932405	90
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.443822	91	2001.932405	91
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.44697	91	2002.024555	91
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.44697	92	2002.024555	92
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.806832	92	2002.089801	92
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2011.806832	93	2002.089801	93
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.20351	93	2002.421926	93
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.20351	94	2002.421926	94
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.287736	94	2002.447889	94
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.287736	95	2002.447889	95
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.380797	95	2002.605514	95
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.380797	96	2002.605514	96
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.611771	96	2002.618014	96
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.611771	97	2002.618014	97
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.628074	97	2002.644348	97
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2012.628074	98	2002.644348	98
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.150741	98	2002.671047	98
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.150741	99	2002.671047	99
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.39126	99	2002.685232	99
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.39126	100	2002.685232	100
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.414347	100	2002.809736	100
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.414347	101	2002.809736	101
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	101	2002.852868	101
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2013.502551	102	2002.852868	102
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	102	2002.940889	102
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.272355	103	2002.940889	103
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.9186	103	2002.993021	103
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2014.9186	104	2002.993021	104
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	104	2003.053021	104
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.334986	105	2003.053021	105
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.59496	105	2003.146026	105
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.59496	106	2003.146026	106
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.808129	106	2003.164266	106
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2015.808129	107	2003.164266	107
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.24981	107	2003.288251	107
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.24981	108	2003.288251	108
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.438447	108	2003.510715	108
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.438447	109	2003.510715	109
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.483149	109	2003.561741	109
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.483149	110	2003.561741	110
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	110	2003.634521	110
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.704307	111	2003.634521	111
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.817839	111	2003.705614	111
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.817839	112	2003.705614	112
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.899659	112	2003.841314	112
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.899659	113	2003.841314	113
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.917029	113	2004.073362	113
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.917029	114	2004.073362	114
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	114	2004.095492	114
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989311	115	2004.095492	115
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989807	115	2004.164703	115
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.989807	116	2004.164703	116
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.110434	116	2004.1795	116
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.110434	117	2004.1795	117
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	117	2004.234857	117
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.147221	118	2004.234857	118
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	118	2004.251623	118
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.265701	119	2004.251623	119
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.275536	119	2004.323176	119
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.275536	120	2004.323176	120
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.406182	120	2004.355859	120
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.406182	121	2004.355859	121
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.601582	121	2004.52557	121
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.601582	122	2004.52557	122
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.727217	122	2004.644546	122
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2017.727217	123	2004.644546	123
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2018.259615	123	2004.655908	123
